"Post ID", "Forum","Forum Url","Tags","Tags Url","Poster Name","Poster Url","Number of Posts","Message","Subject","Subject Url","Views","Rating","Date","Time","Price","Sentiment","Disclosure"
"18281121","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","Hanrahan","http://hotcopper.com.au/search/search?type=post&users=Hanrahan","42716","And if you can get an airliner better still. Those guys used stanley knives.","Re: As I keep saying","http://hotcopper.com.au/threads/as-i-keep-saying.2812894/page-10?post_id=18281121","613","","15/07/16","16:07:20","","",""
"18281122","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","BID","BID","vincerli","http://hotcopper.com.au/search/search?type=post&users=vincerli","2572","BID  be back up am","Re: Ann: ASX Notice - Reinstatement to Official Quotation-BID.AX","http://hotcopper.com.au/threads/ann-asx-notice-reinstatement-to-official-quotation-bid-ax.2813272/page-2?post_id=18281122","88","1","15/07/16","16:07:24","0.6¢","None","Held"
"18281124","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","BAL","BAL","stillade","http://hotcopper.com.au/search/search?type=post&users=stillade","823","Here's a thought. Jan Cameron wishes to sell her holding in BAL but doesn't want to pay tax or expose her selling over time UNTIL she completes.She could be borrowing stock off herself to short the market via another vehicle with a sweetheart deal. ie no borrowing costs and cancel out the dividends owed. Who knows who the short is. We know there's 10 mill short the market BUT my question has always been HOW do you manage to borrow that much stock when it represents 11% of the issued capital.It seems to me that the Black Prince Foundation HAS to have something to do with the short. Either she is lending her stock out to a hedge fund or she's lending it to another company of her's. If its the former then we have a third party who is going to be in a world of pain at some stage but if its the latter then we should expect a ceasing to be substantial notice before too long. And if its the latter I wonder if ASIC/ATO have anything to say on the matter. As I said just a thought","Re: stock","http://hotcopper.com.au/threads/stock.2710637/page-846?post_id=18281124","132446","1","15/07/16","16:07:46","$11.63","Buy","Held"
"18281123","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","SEN","SEN","sgra10","http://hotcopper.com.au/search/search?type=post&users=sgra10","298","Must be. Such big selling has taken the edge off an otherwise great day. But I suppose people sell for a whole range of reasons that have nothing to do with the performance of the company. Maybe he's going through a bitter divorce and the missus wants the cash now rather than in 12 months when it will be worth a whole lot more...","Re: Ann: Senetas Market Update-SEN.AX","http://hotcopper.com.au/threads/ann-senetas-market-update-sen-ax.2812968/page-40?post_id=18281123","8715","2","15/07/16","16:07:42","11.0¢","Hold","Held"
"18281125","Political Debate","http://hotcopper.com.au/discussions/politics/","","","mozz18","http://hotcopper.com.au/search/search?type=post&users=mozz18","9304","It is impressive how he dealt with the Chechnyans. All in no questions asked. Most rebels died of lead poisoning the ones that travel very fast.","Re: France will do nothing","http://hotcopper.com.au/threads/france-will-do-nothing.2813210/page-56?post_id=18281125","2866","6","15/07/16","16:07:53","","",""
"18281126","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","IOT","IOT","coppashaft","http://hotcopper.com.au/search/search?type=post&users=coppashaft","9444","The weak hands got devoured today Vish17 that's the way I have seen it plenty happily taking loose stock at placement levels.","Re: Promoters back onto IOT  -  the next tech stock","http://hotcopper.com.au/threads/promoters-back-onto-iot-the-next-tech-stock.2813163/page-9?post_id=18281126","3452","1","15/07/16","16:07:56","6.9¢","Buy","Held"
"18281127","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","IVR","IVR","blueballs","http://hotcopper.com.au/search/search?type=post&users=blueballs","6728","All the gold stocks that raised money recently went up ie Ogx Byr etc etc so I would think we'll get a little run here if silver price holds up ok","Re: Ann: Trading Halt-IVR.AX","http://hotcopper.com.au/threads/ann-trading-halt-ivr-ax.2812924/page-25?post_id=18281127","3703","4","15/07/16","16:08:03","6.4¢","Buy","Held"
"18281128","Political Debate","http://hotcopper.com.au/discussions/politics/","","","MoneyGuru","http://hotcopper.com.au/search/search?type=post&users=MoneyGuru","60","ISIS did not exist and there was no al qaeda in Iraq pre US invasion.All these wars did was export terrorist around the world.Many armed funded and trained by the west and its allies.It's no secret that the US and allied nations were backing ISIS in Syria with weapons and other resources.The US was even the airforce for al qaeda at one stage.Pentagon backed 'rebels' were fighting CIA backed 'rebels' at one stage too.The point is you can't go into other nations and cause chaos and not expect it to come back and bite you.Unfortunate but it's true and known by the CIA as 'blowback'.","Re: French outrage..truck used to kill","http://hotcopper.com.au/threads/french-outrage-truck-used-to-kill.2812851/page-262?post_id=18281128","11423","6","15/07/16","16:08:19","","",""
"18281129","Political Debate","http://hotcopper.com.au/discussions/politics/","","","havingfun","http://hotcopper.com.au/search/search?type=post&users=havingfun","5079","What I'm asking is what is your solution ? Very easy to pick others responses when you sit on the fence . How do you think the authorities have done so far ? Prepare yourself for some very unpleasant events to come . The time is fast approaching where civil unrest ( if not all out civil war ) is coming .","Re: France will do nothing","http://hotcopper.com.au/threads/france-will-do-nothing.2813210/page-57?post_id=18281129","2866","3","15/07/16","16:08:34","","",""
"18281131","ASX - Day Trading","http://hotcopper.com.au/discussions/asx---day-trading/","","","Aussierat","http://hotcopper.com.au/search/search?type=post&users=Aussierat","3557","GMR - Next open will be TH","Re: Daytrading July 15 afternoon","http://hotcopper.com.au/threads/daytrading-july-15-afternoon.2813158/page-257?post_id=18281131","15030","","15/07/16","16:08:53","","",""
"18281133","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","FAR","FAR","insaf","http://hotcopper.com.au/search/search?type=post&users=insaf","3490","Oh The ghost who walks i ain't a patient man. Finish in terms of today. Primarily a TAer  not a LT holder or investor as others on this thread would attest to. Always happy to take profits with FAR - is 38 too young for a man?","Re: FAR should now be in play","http://hotcopper.com.au/threads/far-should-now-be-in-play.2812656/page-104?post_id=18281133","21832","2","15/07/16","16:08:57","7.8¢","Hold","Held"
"18281130","ASX - Short Term Trading","http://hotcopper.com.au/discussions/asx---short---term---trading/","","","Wazza3006","http://hotcopper.com.au/search/search?type=post&users=Wazza3006","2388","","Re: WAZZA’s WRAPs : – 11TH JULY  – 15TH JULY 2016","http://hotcopper.com.au/threads/wazza%E2%80%99s-wraps-%E2%80%93-11th-july-%E2%80%93-15th-july-2016.2810145/page-15?post_id=18281130","696","2","15/07/16","16:08:42","","",""
"18281135","Political Debate","http://hotcopper.com.au/discussions/politics/","","","sparassid","http://hotcopper.com.au/search/search?type=post&users=sparassid","570","Peer-reviewed science backed by rigorous observation and statistical analysis is to me just about the opposite of  tinfoil hat stuff  but each to their own I suppose.","Re: France will do nothing","http://hotcopper.com.au/threads/france-will-do-nothing.2813210/page-58?post_id=18281135","2866","3","15/07/16","16:09:01","","",""
"18281132","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","RIM","RIM","Nitrox","http://hotcopper.com.au/search/search?type=post&users=Nitrox","632","I was thinking more like a market cap of 30mill and I see RIM has scandium neighbors.","Re: Ann: Fortuna Gold anomaly established in 7km Corridor-RIM.AX","http://hotcopper.com.au/threads/ann-fortuna-gold-anomaly-established-in-7km-corridor-rim-ax.2813159/page-8?post_id=18281132","631","1","15/07/16","16:08:54","2.1¢","Buy","Held"
"18281137","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","CYP","CYP","blokes","http://hotcopper.com.au/search/search?type=post&users=blokes","14634","I wanted a $2 shareprice two years ago. ;-/","Re: New way to mass-produce stem cells is safer cheaper","http://hotcopper.com.au/threads/new-way-to-mass-produce-stem-cells-is-safer-cheaper.2812701/page-13?post_id=18281137","1960","2","15/07/16","16:09:04","33.0¢","Buy","Held"
"18281138","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","LWP","LWP","olderwiser","http://hotcopper.com.au/search/search?type=post&users=olderwiser","124","Nick this is not quite correct(specs even better than ceramic props)LSP has been tested to ISO 13503-2 and has achieved good resultsIt also needs to be tested against ISO 13503-5 this test is for the proppants ability to flow gas and oil (conductivity) and its ability to sustain flow  without significant  reduction over time.This test was done on HSP and the results were out 10 days after iso 13503-2 but has not been done on LSP.At this point we don't know how good LSP is as only half the testing has been done.I remain concerned with how long ISO 13503-5 results are taking.","Re: Essar all set to become India's first shale fracking company","http://hotcopper.com.au/threads/essar-all-set-to-become-indias-first-shale-fracking-company.2812751/page-14?post_id=18281138","2471","6","15/07/16","16:09:05","0.5¢","Sell","Not Held"
"18281139","Property","http://hotcopper.com.au/discussions/property/","","","simonjb","http://hotcopper.com.au/search/search?type=post&users=simonjb","1978","Why?","Re: Carnage in some Aust locations?","http://hotcopper.com.au/threads/carnage-in-some-aust-locations.2809889/page-59?post_id=18281139","3516","","15/07/16","16:09:07","","",""
"18281140","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","LEG","LEG","tvrock","http://hotcopper.com.au/search/search?type=post&users=tvrock","468","Nova...The nickel-copper mineralisation is interpreted to have formed initially as a typical magmatic segregation Ni-Cu deposit.  The sulphide assemblage of the ore mineralogy consists of pyrrhotite (~80-85%) pentlandite (~10-15%) and chalcopyrite (5-10%).   This style of deposit has many features in common with various aspects of Canadian deposits such as Thompson Raglan  andVoisey’s Bay.we got the same rocks...... need big deposit now.TV","Re: Ann: Diamond Drilling Complete-LEG.AX","http://hotcopper.com.au/threads/ann-diamond-drilling-complete-leg-ax.2812989/page-5?post_id=18281140","884","3","15/07/16","16:09:15","0.9¢","Buy","Held"
"18281141","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","ALC","ALC","Holmesearth01","http://hotcopper.com.au/search/search?type=post&users=Holmesearth01","2623","Looks like the sellers are done IMHOThe big 1000000 line at .04 cents is not getting hit this would indicate to me a solid bottom and anyone who wants in has to pay a higher priceWe buy we hold we wait......","Re: Are Alcidion's products globally competitive?","http://hotcopper.com.au/threads/are-alcidions-products-globally-competitive.2811951/page-11?post_id=18281141","820","3","15/07/16","16:09:40","4.1¢","Buy","Held"
"18281142","ASX - Short Term Trading","http://hotcopper.com.au/discussions/asx---short---term---trading/","","","Wazza3006","http://hotcopper.com.au/search/search?type=post&users=Wazza3006","2388","","Re: Short Term Trading Week Starting: 11th July","http://hotcopper.com.au/threads/short-term-trading-week-starting-11th-july.2809519/page-721?post_id=18281142","73532","1","15/07/16","16:09:44","","",""
"18281143","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","SEN","SEN","demon54","http://hotcopper.com.au/search/search?type=post&users=demon54","235","wow that was some share dump. How many more to go is the question!","Re: Ann: Senetas Market Update-SEN.AX","http://hotcopper.com.au/threads/ann-senetas-market-update-sen-ax.2812968/page-41?post_id=18281143","8715","1","15/07/16","16:09:45","11.0¢","Hold","Held"
"18281144","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","EMC","EMC","govr","http://hotcopper.com.au/search/search?type=post&users=govr","1812","Back to I do not understand the china push thing... ?To me business logic would have suggested a Africa push first rather than build everything on ChinaRead an article in the international New York Tribunal/times regarding the recent Israeli visit to several African countries.Why the Israeli push into Africa.1. Africa's growth rate is high2. Motivation is high low base but hungry to improve and catchup Kenya Ghana Ethiopia3. Willingness worldwide to invest to help improve UN Foundations etc4. Environment of self help is developingTo me the nature of EMC's product the high growth and need for infrastructure clean water cheap electricity it appears to be a common business sense and a good ethical choose with ready finance available.cheers to the emc crowd","Re: Ann: China Strategy-EMC.AX","http://hotcopper.com.au/threads/ann-china-strategy-emc-ax.2809656/page-72?post_id=18281144","10824","","15/07/16","16:09:51","74.0¢","None","Not Held"
"18281145","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","LOM","LOM","unawares","http://hotcopper.com.au/search/search?type=post&users=unawares","3992","very controlled...I agree with your comment. Looks solid.Would not be in a rush to sell.....","Re: Lom Breakout?","http://hotcopper.com.au/threads/lom-breakout.2813119/page-12?post_id=18281145","5833","13","15/07/16","16:10:19","41.5¢","Hold","Held"
"18281146","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","SAS","SAS","jax0007","http://hotcopper.com.au/search/search?type=post&users=jax0007","1485","how have you been johnI did get one call wrong I did not see global rally like this after ukas I said at time ill sit it out if it goes up .ive done very little trading took first shorts today on few blue chips .sas has held at 2 im surprised too . maybe if it holds here for a few months ill re think .prob worth a play at this price with support .you were right on gold did you make the play","Re: Techicals","http://hotcopper.com.au/threads/techicals.2812723/page-14?post_id=18281146","1424","","15/07/16","16:10:30","2.0¢","None","Not Held"
"18281147","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","LWP","LWP","BrayWyatt","http://hotcopper.com.au/search/search?type=post&users=BrayWyatt","3256","There is an article I found on google doing some research that says Essar was recently caught in a large tax evasion scandal. In a notice issued last week the Directorate of Revenue Intelligence (DRI) alleged that the Essar Group had intentionally misinvoiced its international trading partners in order to siphon large sums of money abroad.Using a complex web of subsidiaries shell corporations and Cayman Islands-based accounts it’s suspected that the brothers Ruia – who together manage and own the group – were able to hide from the Indian government Rs 2601 crore (equivalent to around £282 million). We don't want them mis-invoicing us or using shell companies to take revenue away from LWP.","Re: Essar all set to become India's first shale fracking company","http://hotcopper.com.au/threads/essar-all-set-to-become-indias-first-shale-fracking-company.2812751/page-15?post_id=18281147","2471","4","15/07/16","16:10:35","0.5¢","Hold","Held"
"18281149","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","ZIP","ZIP","gsmi086","http://hotcopper.com.au/search/search?type=post&users=gsmi086","583","I think it was a reflection of last quarters earnings vs this quarters award. Obviously in these news-lite times we're all equally clueless to revenue. Don't read anything into it.What i will say though for my 2 cents is that downloads have continued to tick over at a rate that matches or beats tier 2 peers.  There's a compounding effect from new users buying credit  and existing users recharging that i believe will - sooner or later - should show up on the bottom line.And then there's Sda...  Sigh.","Re: Ann: Cleansing Statement-ZIP.AX","http://hotcopper.com.au/threads/ann-cleansing-statement-zip-ax.2813153/page-8?post_id=18281149","643","","15/07/16","16:10:47","18.5¢","Buy","Held"
"18281150","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","PLP","PLP","The Loon","http://hotcopper.com.au/search/search?type=post&users=The+Loon","133","Rocco was shown the door before his dodgy actions at SOC (I think) surfaced.","Re: Board of Directors","http://hotcopper.com.au/threads/board-of-directors.2813054/page-5?post_id=18281150","678","2","15/07/16","16:10:48","1.7¢","Buy","Held"
"18281152","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","XPE","XPE","trader_10","http://hotcopper.com.au/search/search?type=post&users=trader_10","14219","money flow index.....Not a bad close folks  at 7.3c   Could be an interesting times ahead next week....must run... have a great weekend allspeak later oncheersT10","Re: XPE Charts","http://hotcopper.com.au/threads/xpe-charts.2741959/page-6205?post_id=18281152","1482094","6","15/07/16","16:10:53","7.3¢","Buy","Held"
"18281151","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","BKL","BKL","Good investments","http://hotcopper.com.au/search/search?type=post&users=Good+investments","775","Lighty dont sell this for less than $180 bucks. Depending on sentiment. If good sentiment I will hold until $200.","Re: Closing price above $141 is critical","http://hotcopper.com.au/threads/closing-price-above-141-is-critical.2810335/page-24?post_id=18281151","4877","4","15/07/16","16:10:49","$154.80","Buy","Held"
"18281153","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","1PG","1PG","accaeric","http://hotcopper.com.au/search/search?type=post&users=accaeric","15960","Shorters are getting nervousTried hard to close at 49c","Re: Undervalued & Oversold...","http://hotcopper.com.au/threads/undervalued-oversold.2798893/page-181?post_id=18281153","26634","3","15/07/16","16:10:58","49.0¢","Buy","Held"
"18280925","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","GCM","GCM","ASX News","http://hotcopper.com.au/search/search?type=post&users=ASX+News","","","Ann: Becoming a substantial holder - correction-GCM.AX","http://hotcopper.com.au/threads/ann-becoming-a-substantial-holder-correction-gcm-ax.2813301/?post_id=18280925","7","","15/07/16","16:11:07","","",""
"18281155","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","SDL","SDL","happytobeunhinged","http://hotcopper.com.au/search/search?type=post&users=happytobeunhinged","92"," The Australian reportedsaying that the cost of developing the US$20 billion mine isn't justified due to the bleak prospects for iron ore in the next decade From memory getting SDL running was more like US$5 billion? Cant see SDL getting funding easily if the iron ore price is not expected to increase in next few yearsHoping many more mines get postponed so the price risesHappyToBeUnhinged :/","Re: Dog stock","http://hotcopper.com.au/threads/dog-stock.2789322/page-82?post_id=18281155","21704","","15/07/16","16:11:08","0.3¢","None","Held"
"18281156","Political Debate","http://hotcopper.com.au/discussions/politics/","","","frasier","http://hotcopper.com.au/search/search?type=post&users=frasier","4859","As the Australian reports today the donations to the Libs dried up which is why he had tomake a donation. According to  a senior Liberal source  anger over the super plan was white hot.................................","Re: Turnbull saves the Lberal party","http://hotcopper.com.au/threads/turnbull-saves-the-lberal-party.2813233/page-12?post_id=18281156","334","3","15/07/16","16:11:15","","",""
"18281174","Political Debate","http://hotcopper.com.au/discussions/politics/","","","bunny12","http://hotcopper.com.au/search/search?type=post&users=bunny12","1326","I was being facetious about Iraq and 9/11 it was you who was trying to isolate that incident. Absolutely correct about Saudi though the US is holier than thou about bringing democracy to Iraq and everywhere else but never mentions the autocratic dictatorship which is Saudi Arabia who also funds much of the terrorist attacks and the building of Mosques throughout the world. I do not buy into the conspiracy theory about 9/11 imo it was a very well thought out and highly effective out and out terrorist attack and nothing more. However we all went down this path some years ago and i do not want a repeat. We all know the reason Saudi is left alone is because of the oil. Perhaps one of the strongest argument for renewable energy.","Re: French outrage..truck used to kill","http://hotcopper.com.au/threads/french-outrage-truck-used-to-kill.2812851/page-264?post_id=18281174","11423","2","15/07/16","16:12:31","","",""
"18281157","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","FMG","FMG","Euroaussie","http://hotcopper.com.au/search/search?type=post&users=Euroaussie","1224","D&A was US$1376 million in 2015FYI think they expect around US$1200 million D&A charge for 2016FYThe reason I think the D&A charge will fall is because they have completed major cap ex which they are depreciating and are now only using sustaining cap ex plus some for VLOC's and the tugs.Cap ex in 2016FY expected to be US$200 million (US$176 million spent in the nine months to the end of March) + US$50 million towards the eight ships.I think the first of the ships are due in November this year. Most payment is expected on delivery.","Re: Iron Ore Price","http://hotcopper.com.au/threads/iron-ore-price.2535482/page-9153?post_id=18281157","2171131","","15/07/16","16:11:16","$4.23","Buy","Held"
"18280961","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","GCM","GCM","ASX News","http://hotcopper.com.au/search/search?type=post&users=ASX+News","","","Ann: Becoming a substantial holder-GCM.AX","http://hotcopper.com.au/threads/ann-becoming-a-substantial-holder-gcm-ax.2813303/?post_id=18280961","10","","15/07/16","16:12:35","","",""
"18281175","Political Debate","http://hotcopper.com.au/discussions/politics/","","","bruceyg","http://hotcopper.com.au/search/search?type=post&users=bruceyg","13389","there are christians all over the middle east doing exactly that 67in fact some weeks ago there was a young girl who was caught by isis and roasted in front of her parents.it is reported that her last words were - father forgive them. she would not surrender her faith in jesusand what do we squabble over?","Re: France will do nothing","http://hotcopper.com.au/threads/france-will-do-nothing.2813210/page-62?post_id=18281175","2866","2","15/07/16","16:12:52","","",""
"18281176","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","SEN","SEN","Blommer","http://hotcopper.com.au/search/search?type=post&users=Blommer","471","Apparently 5401884 ....","Re: Ann: Senetas Market Update-SEN.AX","http://hotcopper.com.au/threads/ann-senetas-market-update-sen-ax.2812968/page-43?post_id=18281176","8715","2","15/07/16","16:12:53","11.0¢","Buy","Held"
"18281177","Political Debate","http://hotcopper.com.au/discussions/politics/","","","valen1828","http://hotcopper.com.au/search/search?type=post&users=valen1828","8719","I can envision at some stage we will process offshore and bring back the meat . Thats what we do with all other manufacturing .All the years of fighting this import to protect an industry will be ?  Questionable .At that stage of free trade agreements i guess we wont be able so no as the foreign owners will insist or sue ?Jobs and growth at what cost will politicians go to to chpion some new industry to say they have created new jobs at the cost of others?30 billion for the subs around three thousand jobs would have the car industry going for years still at perhaps hundreds of thousands of jobs and at best i dont think we ever got access to sell cars to China lol .Other countries politicians will be out there claiming the new jobs growth in far bigger numbers thats for sure .We all cant be scientists or politicians creating the smart innovative country .Basics are needed to survive and they create the most jobs even if lower paying they provide the vast bulk of jobs in Australia !?","Re: Live Cattle Export - is it worth it employment wise","http://hotcopper.com.au/threads/live-cattle-export-is-it-worth-it-employment-wise.2697805/page-117?post_id=18281177","6013","1","15/07/16","16:12:55","","",""
"18281178","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","NSL","NSL","oxxa23","http://hotcopper.com.au/search/search?type=post&users=oxxa23","111","someone went bang with the oppies just before close....","Re: Ann: MOU Executed for Indian Steel Mill with Wei Hua Group Co Ltd-NSL.AX","http://hotcopper.com.au/threads/ann-mou-executed-for-indian-steel-mill-with-wei-hua-group-co-ltd-nsl-ax.2772308/page-418?post_id=18281178","63736","","15/07/16","16:12:59","1.9¢","Buy","Held"
"18281180","ASX - Short Term Trading","http://hotcopper.com.au/discussions/asx---short---term---trading/","","","Freehold","http://hotcopper.com.au/search/search?type=post&users=Freehold","16212","Please use the STT Weekend lounge thread thanks...","Re: Short Term Trading Week Starting: 11th July","http://hotcopper.com.au/threads/short-term-trading-week-starting-11th-july.2809519/page-722?post_id=18281180","73532","1","15/07/16","16:13:01","","",""
"18281182","Charts","http://hotcopper.com.au/discussions/charts/","1PG","1PG","peejayhercules","http://hotcopper.com.au/search/search?type=post&users=peejayhercules","499","Well I think we might have  hammered  that day.......................","Re: 1PG Chart/TA discussion","http://hotcopper.com.au/threads/1pg-chart-ta-discussion.2811960/page-5?post_id=18281182","1101","3","15/07/16","16:13:17","49.0¢","Buy","Held"
"18281184","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","DCC","DCC","sly121212","http://hotcopper.com.au/search/search?type=post&users=sly121212","158","","Re: AirPocket App Stats/Updates","http://hotcopper.com.au/threads/airpocket-app-stats-updates.2804453/page-145?post_id=18281184","18749","4","15/07/16","16:13:24","15.5¢","Buy","Held"
"18281183","ASX - Short Term Trading","http://hotcopper.com.au/discussions/asx---short---term---trading/","","","Sector Lead","http://hotcopper.com.au/search/search?type=post&users=Sector+Lead","13459","It doesn't look too bad based on $10m profit for a short 4 year minelife/ smallish capex and market cap.and Based on A Gold $1450.Looks like they only have $150k?","Re: Short Term Trading Week Starting: 11th July","http://hotcopper.com.au/threads/short-term-trading-week-starting-11th-july.2809519/page-723?post_id=18281183","73532","1","15/07/16","16:13:24","","",""
"18281185","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","EMC","EMC","Kit83","http://hotcopper.com.au/search/search?type=post&users=Kit83","25","hi guysdoes somebody know the op.margin from emc for their product?","Re: Ann: China Strategy-EMC.AX","http://hotcopper.com.au/threads/ann-china-strategy-emc-ax.2809656/page-73?post_id=18281185","10824","","15/07/16","16:13:30","72.5¢","Buy","Held"
"18281186","Political Debate","http://hotcopper.com.au/discussions/politics/","","","Royal58","http://hotcopper.com.au/search/search?type=post&users=Royal58","2196","Wonder how much he'll claim back from the donation ? Pestered me for months for donations but I don't give to back stabbers . Would he have won without that self donation ? Wreaks of desperation .","Re: Turnbull saves the Lberal party","http://hotcopper.com.au/threads/turnbull-saves-the-lberal-party.2813233/page-14?post_id=18281186","334","2","15/07/16","16:13:47","","",""
"18280960","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","MTM","MTM","ASX News","http://hotcopper.com.au/search/search?type=post&users=ASX+News","","","Ann: Notice of status of defeating conditions-MTM.AX","http://hotcopper.com.au/threads/ann-notice-of-status-of-defeating-conditions-mtm-ax.2813302/?post_id=18280960","10","","15/07/16","16:13:43","","",""
"18281187","ASX - Short Term Trading","http://hotcopper.com.au/discussions/asx---short---term---trading/","","","Wazza3006","http://hotcopper.com.au/search/search?type=post&users=Wazza3006","2388","Commsec often call it as a buy but it never goes anywhere. I was in and out of it a couple of years ago I think.","Re: Short Term Trading Week Starting: 11th July","http://hotcopper.com.au/threads/short-term-trading-week-starting-11th-july.2809519/page-724?post_id=18281187","73532","1","15/07/16","16:13:50","","",""
"18281188","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","RAP","RAP","milk2china","http://hotcopper.com.au/search/search?type=post&users=milk2china","1766","No more dumping on the bed~Lets go UP !","Re: Ann: Update on US Clinical Study-RAP.AX","http://hotcopper.com.au/threads/ann-update-on-us-clinical-study-rap-ax.2802115/page-123?post_id=18281188","36479","1","15/07/16","16:13:52","29.0¢","Buy","Held"
"18281189","Political Debate","http://hotcopper.com.au/discussions/politics/","","","blooreeler","http://hotcopper.com.au/search/search?type=post&users=blooreeler","7946","BMDToday shows up murkel as a complete moron.We have the same female here .....but so far .....a lot less POWER.SHY....that is her","Re: France will do nothing","http://hotcopper.com.au/threads/france-will-do-nothing.2813210/page-63?post_id=18281189","2866","6","15/07/16","16:13:53","","",""
"18281190","Political Debate","http://hotcopper.com.au/discussions/politics/","","","MoneyGuru","http://hotcopper.com.au/search/search?type=post&users=MoneyGuru","60","That video is from a 4 star general Wesley Clarke.His words not mine.These wars were planned before 9/11 to further an agenda.","Re: French outrage..truck used to kill","http://hotcopper.com.au/threads/french-outrage-truck-used-to-kill.2812851/page-265?post_id=18281190","11423","1","15/07/16","16:13:55","","",""
"18281191","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","XPE","XPE","mcm1636","http://hotcopper.com.au/search/search?type=post&users=mcm1636","1065","RIP XPEOB","Re: PSA/Reminder - the XPEOB options expire July 21st and become worthless","http://hotcopper.com.au/threads/psa-reminder-the-xpeob-options-expire-july-21st-and-become-worthless.2812986/page-36?post_id=18281191","4900","2","15/07/16","16:14:03","7.3¢","Buy","Held"
"18281192","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","RAP","RAP","jonnie11","http://hotcopper.com.au/search/search?type=post&users=jonnie11","358","I got into trouble for using the word idiot I apologize to anyone that was offended.","Re: Ann: Update on US Clinical Study-RAP.AX","http://hotcopper.com.au/threads/ann-update-on-us-clinical-study-rap-ax.2802115/page-124?post_id=18281192","36479","1","15/07/16","16:14:05","29.0¢","Buy","Held"
"18281193","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","THX","THX","Shady Merv","http://hotcopper.com.au/search/search?type=post&users=Shady+Merv","8070","I was thinking that when this ann was released it would lead to animated discussion but no or not really anyway.Isn't this what holders wanted to read? Action at last and not just 1 hole but many!I note that SFR is rumoured to be drilling just north of RB and this is 100% SFR land. It's a wonder though that it hasn't been exploring here before as it's in the zone.Anyway this is a pic from 14/7/14 ann:Refer to the diamond drill NW corner TRBDD07. It went down to 769.1m just before that report was released. This is what was said about it in the same report:'The possible relevance of the deep hole TRBDD07 in the north-west of the tenement has been supplanted by the importance of the discoveries at the Red Bore gossan.  Work in the immediate future will focus on these new discoveries.  Hole TRBDD07 has delivered extensive geological and structural information to assist in the overall understanding of the local and regional geology but has not delivered any new targets that warrant follow-up at present.  Additional evaluation will be carried out when time permits but at present the Red Bore gossan area is the principal focus.'I wonder what HQ gleaned from this info to assist with the new programme formulation which I like btw!","Re: Ann: RED BORE RC DRILL RIG MOBILISED-THX.AX","http://hotcopper.com.au/threads/ann-red-bore-rc-drill-rig-mobilised-thx-ax.2812927/page-8?post_id=18281193","1370","1","15/07/16","16:14:08","5.4¢","None","Not Held"
"18281196","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","AWC","AWC","boydie63","http://hotcopper.com.au/search/search?type=post&users=boydie63","1212","I am not having a go at you but if what you say is correct and i'm sure many other well paid advisors have crunched the numbers why would the price be shooting up?","Re: Alcoa earnings","http://hotcopper.com.au/threads/alcoa-earnings.2810254/page-12?post_id=18281196","1097","","15/07/16","16:14:10","$1.46","Hold","Held"
